date,time,latitude,longitude,temperature,humidity,pressure,ae0,we0,ae1,we1
2018-01-14,04:02:14,48.154343,11.528395,3.105974,66.511024,959.549988,241.312500,241.156250,238.187500,238.375000
2018-01-14,04:02:14,48.154343,11.528395,3.063249,67.693596,959.700012,241.093750,240.906250,238.156250,238.250000
2018-01-14,04:02:14,48.154343,11.528395,3.105974,67.542534,959.669983,241.250000,241.093750,238.125000,238.218750
2018-01-14,04:02:14,48.154343,11.528395,3.092622,68.357368,959.710022,241.000000,240.843750,238.156250,238.375000
2018-01-14,07:22:17,48.154375,11.528425,3.162051,68.758682,959.750000,241.218750,241.062500,238.187500,242.718750
2018-01-14,07:32:18,48.154315,11.528652,3.669413,67.742424,959.799988,241.406250,241.218750,238.343750,242.687500
2018-01-14,07:42:18,48.154230,11.528615,3.992523,67.055771,959.799988,241.187500,241.031250,238.156250,242.468750
2018-01-14,07:52:19,48.154412,11.528537,4.286259,66.137177,959.820007,241.343750,241.187500,238.531250,242.406250
2018-01-14,08:02:20,48.154367,11.528547,4.513237,65.984589,959.919983,241.468750,241.312500,238.281250,242.500000
2018-01-14,08:12:21,48.154307,11.528370,4.681468,65.302513,960.010010,241.343750,241.187500,238.312500,242.875000
2018-01-14,08:22:21,48.154315,11.528340,4.764248,64.658577,959.960022,241.093750,240.875000,238.312500,242.281250
2018-01-14,08:32:22,48.154455,11.528380,4.889753,64.739449,960.090027,241.187500,241.000000,238.312500,242.625000
2018-01-14,08:42:21,48.154342,11.528158,4.905776,65.134659,960.140015,241.062500,240.843750,238.156250,242.937500
2018-01-14,08:52:23,48.154720,11.528595,5.017930,64.965286,960.200012,241.218750,241.031250,238.250000,242.500000
2018-01-14,09:02:24,48.154467,11.528328,5.170138,64.448006,960.179993,241.437500,241.250000,238.312500,242.562500
2018-01-14,09:12:25,48.154977,11.528605,5.338369,64.145874,960.239990,241.250000,241.031250,238.312500,242.562500
2018-01-14,09:22:26,48.154867,11.528558,5.450522,64.150452,960.270020,241.093750,240.906250,238.281250,242.781250
2018-01-14,09:32:26,48.154980,11.528823,5.437171,64.681465,960.429993,240.906250,240.718750,237.750000,242.656250
2018-01-14,09:42:27,48.154830,11.528483,5.268940,65.389488,960.409973,240.687500,240.500000,237.593750,241.281250
2018-01-14,09:52:27,48.154723,11.528600,4.975204,66.114288,960.359985,240.718750,240.500000,237.593750,241.250000
2018-01-14,10:02:28,48.154765,11.528465,4.889753,66.517128,960.270020,240.843750,240.687500,237.906250,241.781250
2018-01-14,10:12:29,48.154535,11.528715,4.849699,66.370644,960.210022,241.000000,240.812500,238.031250,242.375000
2018-01-14,10:22:29,48.154325,11.528597,4.777600,66.800949,960.159973,241.218750,241.062500,238.031250,242.125000
2018-01-14,10:32:30,48.154567,11.528557,4.694819,67.286186,960.099976,240.906250,240.718750,238.062500,242.687500
2018-01-14,10:42:30,48.154498,11.528437,4.539940,68.227661,960.159973,240.906250,240.781250,238.093750,242.843750
2018-01-14,10:52:31,48.154410,11.528430,4.625391,67.737846,960.109985,241.156250,241.000000,238.062500,242.562500
2018-01-14,11:02:32,48.154425,11.528363,4.833677,67.057297,960.030029,241.375000,241.187500,238.468750,242.687500
2018-01-14,11:12:32,48.154437,11.528418,5.017930,66.311134,959.940002,241.375000,241.218750,238.281250,243.125000
2018-01-14,11:22:33,48.154438,11.528317,5.044632,66.671242,959.859985,241.093750,240.937500,238.218750,242.875000
